     ,image                       ,char,b'Raleway,b'Open Sans,b'Roboto,b'Ubuntu Mono,b'Michroma,b'Alex Brush,b'Russo One
97   ,ant+hill_114.jpg_0          ,T   ,0        ,0          ,1       ,0            ,0         ,0           ,0
98   ,ant+hill_114.jpg_0          ,h   ,0        ,0          ,1       ,0            ,0         ,0           ,0
99   ,ant+hill_114.jpg_0          ,e   ,0        ,0          ,1       ,0            ,0         ,0           ,0
100  ,ant+hill_114.jpg_0          ,t   ,0        ,0          ,1       ,0            ,0         ,0           ,0
101  ,ant+hill_114.jpg_0          ,h   ,0        ,0          ,1       ,0            ,0         ,0           ,0
102  ,ant+hill_114.jpg_0          ,e   ,0        ,0          ,1       ,0            ,0         ,0           ,0
103  ,ant+hill_114.jpg_0          ,g   ,0        ,0          ,1       ,0            ,0         ,0           ,0
104  ,ant+hill_114.jpg_0          ,e   ,0        ,0          ,1       ,0            ,0         ,0           ,0
105  ,ant+hill_114.jpg_0          ,t   ,0        ,0          ,1       ,0            ,0         ,0           ,0
106  ,ant+hill_114.jpg_0          ,M   ,0        ,1          ,0       ,0            ,0         ,0           ,0
107  ,ant+hill_114.jpg_0          ,O   ,0        ,1          ,0       ,0            ,0         ,0           ,0
108  ,ant+hill_114.jpg_0          ,V   ,0        ,1          ,0       ,0            ,0         ,0           ,0
109  ,ant+hill_114.jpg_0          ,p   ,0        ,1          ,0       ,0            ,0         ,0           ,0
110  ,ant+hill_114.jpg_0          ,u   ,0        ,1          ,0       ,0            ,0         ,0           ,0
111  ,ant+hill_114.jpg_0          ,r   ,0        ,1          ,0       ,0            ,0         ,0           ,0
112  ,ant+hill_114.jpg_0          ,p   ,0        ,1          ,0       ,0            ,0         ,0           ,0
113  ,ant+hill_114.jpg_0          ,o   ,0        ,1          ,0       ,0            ,0         ,0           ,0
114  ,ant+hill_114.jpg_0          ,s   ,0        ,1          ,0       ,0            ,0         ,0           ,0
115  ,ant+hill_114.jpg_0          ,e   ,0        ,1          ,0       ,0            ,0         ,0           ,0
116  ,ant+hill_114.jpg_0          ,w   ,0        ,1          ,0       ,0            ,0         ,0           ,0
117  ,ant+hill_114.jpg_0          ,r   ,0        ,1          ,0       ,0            ,0         ,0           ,0
118  ,ant+hill_114.jpg_0          ,i   ,0        ,1          ,0       ,0            ,0         ,0           ,0
119  ,ant+hill_114.jpg_0          ,t   ,0        ,1          ,0       ,0            ,0         ,0           ,0
120  ,ant+hill_114.jpg_0          ,t   ,0        ,1          ,0       ,0            ,0         ,0           ,0
121  ,ant+hill_114.jpg_0          ,e   ,0        ,1          ,0       ,0            ,0         ,0           ,0
122  ,ant+hill_114.jpg_0          ,n   ,0        ,1          ,0       ,0            ,0         ,0           ,0
123  ,ant+hill_114.jpg_0          ,J   ,0        ,1          ,0       ,0            ,0         ,0           ,0
124  ,ant+hill_114.jpg_0          ,i   ,0        ,1          ,0       ,0            ,0         ,0           ,0
125  ,ant+hill_114.jpg_0          ,m   ,0        ,1          ,0       ,0            ,0         ,0           ,0
126  ,ant+hill_114.jpg_0          ,u   ,0        ,1          ,0       ,0            ,0         ,0           ,0
127  ,ant+hill_114.jpg_0          ,l   ,0        ,1          ,0       ,0            ,0         ,0           ,0
128  ,ant+hill_114.jpg_0          ,t   ,0        ,1          ,0       ,0            ,0         ,0           ,0
129  ,ant+hill_114.jpg_0          ,r   ,0        ,1          ,0       ,0            ,0         ,0           ,0
130  ,ant+hill_114.jpg_0          ,a   ,0        ,1          ,0       ,0            ,0         ,0           ,0
131  ,ant+hill_114.jpg_0          ,s   ,0        ,1          ,0       ,0            ,0         ,0           ,0
132  ,ant+hill_114.jpg_0          ,e   ,0        ,1          ,0       ,0            ,0         ,0           ,0
133  ,ant+hill_114.jpg_0          ,e   ,0        ,1          ,0       ,0            ,0         ,0           ,0
134  ,ant+hill_114.jpg_0          ,p   ,0        ,0          ,0       ,0            ,1         ,0           ,0
135  ,ant+hill_114.jpg_0          ,h   ,0        ,0          ,0       ,0            ,1         ,0           ,0
136  ,ant+hill_114.jpg_0          ,o   ,0        ,0          ,0       ,0            ,1         ,0           ,0
137  ,ant+hill_114.jpg_0          ,n   ,0        ,0          ,0       ,0            ,1         ,0           ,0
138  ,ant+hill_114.jpg_0          ,e   ,0        ,0          ,0       ,0            ,1         ,0           ,0
139  ,ant+hill_114.jpg_0          ,m   ,0        ,0          ,0       ,0            ,1         ,0           ,0
140  ,ant+hill_114.jpg_0          ,e   ,0        ,0          ,0       ,0            ,1         ,0           ,0
141  ,ant+hill_114.jpg_0          ,.   ,0        ,0          ,0       ,0            ,1         ,0           ,0
142  ,ant+hill_126.jpg_0          ,a   ,0        ,0          ,0       ,0            ,0         ,1           ,0
143  ,ant+hill_126.jpg_0          ,g   ,0        ,0          ,0       ,0            ,0         ,1           ,0
144  ,ant+hill_126.jpg_0          ,o   ,0        ,0          ,0       ,0            ,0         ,1           ,0
145  ,ant+hill_126.jpg_0          ,a   ,0        ,0          ,0       ,0            ,0         ,1           ,0
146  ,ant+hill_126.jpg_0          ,n   ,0        ,0          ,0       ,0            ,0         ,1           ,0
147  ,ant+hill_126.jpg_0          ,d   ,0        ,0          ,0       ,0            ,0         ,1           ,0
148  ,ant+hill_126.jpg_0          ,h   ,0        ,0          ,0       ,0            ,0         ,1           ,0
149  ,ant+hill_126.jpg_0          ,e   ,0        ,0          ,0       ,0            ,0         ,1           ,0
150  ,ant+hill_126.jpg_0          ,r   ,0        ,0          ,0       ,0            ,0         ,1           ,0
151  ,ant+hill_126.jpg_0          ,o   ,0        ,1          ,0       ,0            ,0         ,0           ,0
152  ,ant+hill_126.jpg_0          ,u   ,0        ,1          ,0       ,0            ,0         ,0           ,0
153  ,ant+hill_126.jpg_0          ,t   ,0        ,1          ,0       ,0            ,0         ,0           ,0
154  ,ant+hill_126.jpg_0          ,h   ,0        ,1          ,0       ,0            ,0         ,0           ,0
155  ,ant+hill_126.jpg_0          ,o   ,0        ,1          ,0       ,0            ,0         ,0           ,0
156  ,ant+hill_126.jpg_0          ,w   ,0        ,1          ,0       ,0            ,0         ,0           ,0
157  ,ant+hill_126.jpg_0          ,R   ,0        ,1          ,0       ,0            ,0         ,0           ,0
158  ,ant+hill_126.jpg_0          ,e   ,0        ,1          ,0       ,0            ,0         ,0           ,0
159  ,ant+hill_126.jpg_0          ,:   ,0        ,1          ,0       ,0            ,0         ,0           ,0
160  ,ant+hill_126.jpg_0          ,t   ,1        ,0          ,0       ,0            ,0         ,0           ,0
161  ,ant+hill_126.jpg_0          ,h   ,1        ,0          ,0       ,0            ,0         ,0           ,0
162  ,ant+hill_126.jpg_0          ,e   ,1        ,0          ,0       ,0            ,0         ,0           ,0
163  ,ant+hill_126.jpg_0          ,s   ,1        ,0          ,0       ,0            ,0         ,0           ,0
164  ,ant+hill_126.jpg_0          ,o   ,1        ,0          ,0       ,0            ,0         ,0           ,0
165  ,ant+hill_126.jpg_0          ,m   ,1        ,0          ,0       ,0            ,0         ,0           ,0
166  ,ant+hill_126.jpg_0          ,e   ,1        ,0          ,0       ,0            ,0         ,0           ,0
167  ,ant+hill_126.jpg_0          ,a   ,1        ,0          ,0       ,0            ,0         ,0           ,0
168  ,ant+hill_126.jpg_0          ,n   ,1        ,0          ,0       ,0            ,0         ,0           ,0
169  ,ant+hill_126.jpg_0          ,d   ,1        ,0          ,0       ,0            ,0         ,0           ,0
170  ,ant+hill_126.jpg_0          ,F   ,0        ,0          ,1       ,0            ,0         ,0           ,0
171  ,ant+hill_126.jpg_0          ,r   ,0        ,0          ,1       ,0            ,0         ,0           ,0
172  ,ant+hill_126.jpg_0          ,o   ,0        ,0          ,1       ,0            ,0         ,0           ,0
173  ,ant+hill_126.jpg_0          ,m   ,0        ,0          ,1       ,0            ,0         ,0           ,0
174  ,ant+hill_126.jpg_0          ,:   ,0        ,0          ,1       ,0            ,0         ,0           ,0
175  ,ant+hill_129.jpg_0          ,i   ,0        ,0          ,0       ,1            ,0         ,0           ,0
176  ,ant+hill_129.jpg_0          ,s   ,0        ,0          ,0       ,1            ,0         ,0           ,0
177  ,ant+hill_129.jpg_0          ,.   ,0        ,0          ,0       ,1            ,0         ,0           ,0
178  ,ant+hill_136.jpg_0          ,t   ,1        ,0          ,0       ,0            ,0         ,0           ,0
179  ,ant+hill_136.jpg_0          ,h   ,1        ,0          ,0       ,0            ,0         ,0           ,0
180  ,ant+hill_136.jpg_0          ,e   ,1        ,0          ,0       ,0            ,0         ,0           ,0
181  ,ant+hill_136.jpg_0          ,h   ,1        ,0          ,0       ,0            ,0         ,0           ,0
182  ,ant+hill_136.jpg_0          ,a   ,1        ,0          ,0       ,0            ,0         ,0           ,0
183  ,ant+hill_136.jpg_0          ,d   ,1        ,0          ,0       ,0            ,0         ,0           ,0
184  ,ant+hill_136.jpg_0          ,h   ,1        ,0          ,0       ,0            ,0         ,0           ,0
185  ,ant+hill_136.jpg_0          ,e   ,1        ,0          ,0       ,0            ,0         ,0           ,0
186  ,ant+hill_136.jpg_0          ,l   ,1        ,0          ,0       ,0            ,0         ,0           ,0
187  ,ant+hill_136.jpg_0          ,p   ,1        ,0          ,0       ,0            ,0         ,0           ,0
188  ,ant+hill_136.jpg_0          ,l   ,0        ,0          ,0       ,0            ,1         ,0           ,0
189  ,ant+hill_136.jpg_0          ,a   ,0        ,0          ,0       ,0            ,1         ,0           ,0
190  ,ant+hill_136.jpg_0          ,w   ,0        ,0          ,0       ,0            ,1         ,0           ,0
191  ,ant+hill_136.jpg_0          ,M   ,0        ,0          ,0       ,0            ,1         ,0           ,0
192  ,ant+hill_136.jpg_0          ,O   ,0        ,0          ,0       ,0            ,1         ,0           ,0
193  ,ant+hill_136.jpg_0          ,V   ,0        ,0          ,0       ,0            ,1         ,0           ,0
194  ,ant+hill_136.jpg_0          ,a   ,0        ,0          ,0       ,0            ,1         ,0           ,0
195  ,ant+hill_136.jpg_0          ,c   ,0        ,0          ,0       ,0            ,1         ,0           ,0
196  ,ant+hill_136.jpg_0          ,c   ,0        ,0          ,0       ,0            ,1         ,0           ,0
197  ,ant+hill_136.jpg_0          ,e   ,0        ,0          ,0       ,0            ,1         ,0           ,0
198  ,ant+hill_136.jpg_0          ,s   ,0        ,0          ,0       ,0            ,1         ,0           ,0
199  ,ant+hill_136.jpg_0          ,s   ,0        ,0          ,0       ,0            ,1         ,0           ,0
200  ,ant+hill_136.jpg_0          ,"""",0        ,1          ,0       ,0            ,0         ,0           ,0
201  ,ant+hill_136.jpg_0          ,X   ,0        ,1          ,0       ,0            ,0         ,0           ,0
202  ,ant+hill_136.jpg_0          ,t   ,0        ,1          ,0       ,0            ,0         ,0           ,0
203  ,ant+hill_136.jpg_0          ,a   ,0        ,1          ,0       ,0            ,0         ,0           ,0
204  ,ant+hill_136.jpg_0          ,n   ,0        ,1          ,0       ,0            ,0         ,0           ,0
205  ,ant+hill_136.jpg_0          ,d   ,0        ,1          ,0       ,0            ,0         ,0           ,0
206  ,ant+hill_136.jpg_0          ,(   ,0        ,1          ,0       ,0            ,0         ,0           ,0
207  ,ant+hill_136.jpg_0          ,R   ,0        ,1          ,0       ,0            ,0         ,0           ,0
208  ,ant+hill_136.jpg_0          ,i   ,0        ,1          ,0       ,0            ,0         ,0           ,0
209  ,ant+hill_136.jpg_0          ,c   ,0        ,1          ,0       ,0            ,0         ,0           ,0
210  ,ant+hill_136.jpg_0          ,k   ,0        ,1          ,0       ,0            ,0         ,0           ,0
211  ,ant+hill_136.jpg_0          ,p   ,0        ,1          ,0       ,0            ,0         ,0           ,0
212  ,ant+hill_136.jpg_0          ,r   ,0        ,1          ,0       ,0            ,0         ,0           ,0
213  ,ant+hill_136.jpg_0          ,o   ,0        ,1          ,0       ,0            ,0         ,0           ,0
214  ,ant+hill_136.jpg_0          ,c   ,0        ,1          ,0       ,0            ,0         ,0           ,0
215  ,ant+hill_136.jpg_0          ,e   ,0        ,1          ,0       ,0            ,0         ,0           ,0
216  ,ant+hill_136.jpg_0          ,d   ,0        ,1          ,0       ,0            ,0         ,0           ,0
217  ,ant+hill_136.jpg_0          ,u   ,0        ,1          ,0       ,0            ,0         ,0           ,0
218  ,ant+hill_136.jpg_0          ,r   ,0        ,1          ,0       ,0            ,0         ,0           ,0
219  ,ant+hill_136.jpg_0          ,e   ,0        ,1          ,0       ,0            ,0         ,0           ,0
220  ,ant+hill_136.jpg_0          ,a   ,0        ,0          ,0       ,0            ,0         ,1           ,0
221  ,ant+hill_136.jpg_0          ,p   ,0        ,0          ,0       ,0            ,0         ,1           ,0
222  ,ant+hill_136.jpg_0          ,p   ,0        ,0          ,0       ,0            ,0         ,1           ,0
223  ,ant+hill_136.jpg_0          ,s   ,0        ,0          ,0       ,0            ,0         ,1           ,0
224  ,ant+hill_136.jpg_0          ,t   ,0        ,0          ,0       ,0            ,0         ,1           ,0
225  ,ant+hill_136.jpg_0          ,h   ,0        ,0          ,0       ,0            ,0         ,1           ,0
226  ,ant+hill_136.jpg_0          ,e   ,0        ,0          ,0       ,0            ,0         ,1           ,0
227  ,ant+hill_15.jpg_0           ,G   ,1        ,0          ,0       ,0            ,0         ,0           ,0
228  ,ant+hill_15.jpg_0           ,M   ,1        ,0          ,0       ,0            ,0         ,0           ,0
229  ,ant+hill_15.jpg_0           ,T   ,1        ,0          ,0       ,0            ,0         ,0           ,0
230  ,ant+hill_15.jpg_0           ,(   ,1        ,0          ,0       ,0            ,0         ,0           ,0
231  ,ant+hill_15.jpg_0           ,a   ,1        ,0          ,0       ,0            ,0         ,0           ,0
232  ,ant+hill_15.jpg_0           ,n   ,1        ,0          ,0       ,0            ,0         ,0           ,0
233  ,ant+hill_15.jpg_0           ,d   ,1        ,0          ,0       ,0            ,0         ,0           ,0
234  ,ant+hill_15.jpg_0           ,f   ,1        ,0          ,0       ,0            ,0         ,0           ,0
235  ,ant+hill_15.jpg_0           ,l   ,1        ,0          ,0       ,0            ,0         ,0           ,0
236  ,ant+hill_15.jpg_0           ,a   ,1        ,0          ,0       ,0            ,0         ,0           ,0
237  ,ant+hill_15.jpg_0           ,m   ,1        ,0          ,0       ,0            ,0         ,0           ,0
238  ,ant+hill_15.jpg_0           ,e   ,1        ,0          ,0       ,0            ,0         ,0           ,0
239  ,ant+hill_15.jpg_0           ,s   ,1        ,0          ,0       ,0            ,0         ,0           ,0
240  ,ant+hill_15.jpg_0           ,"," ,1        ,0          ,0       ,0            ,0         ,0           ,0
241  ,ant+hill_15.jpg_0           ,c   ,0        ,1          ,0       ,0            ,0         ,0           ,0
242  ,ant+hill_15.jpg_0           ,a   ,0        ,1          ,0       ,0            ,0         ,0           ,0
243  ,ant+hill_15.jpg_0           ,r   ,0        ,1          ,0       ,0            ,0         ,0           ,0
244  ,ant+hill_15.jpg_0           ,e   ,0        ,1          ,0       ,0            ,0         ,0           ,0
245  ,ant+hill_15.jpg_0           ,"," ,0        ,1          ,0       ,0            ,0         ,0           ,0
246  ,ant+hill_15.jpg_0           ,w   ,0        ,1          ,0       ,0            ,0         ,0           ,0
247  ,ant+hill_15.jpg_0           ,o   ,0        ,1          ,0       ,0            ,0         ,0           ,0
248  ,ant+hill_15.jpg_0           ,r   ,0        ,1          ,0       ,0            ,0         ,0           ,0
249  ,ant+hill_15.jpg_0           ,n   ,0        ,1          ,0       ,0            ,0         ,0           ,0
250  ,ant+hill_15.jpg_0           ,s   ,0        ,1          ,0       ,0            ,0         ,0           ,0
251  ,ant+hill_15.jpg_0           ,u   ,0        ,1          ,0       ,0            ,0         ,0           ,0
252  ,ant+hill_15.jpg_0           ,e   ,0        ,1          ,0       ,0            ,0         ,0           ,0
253  ,ant+hill_15.jpg_0           ,h   ,0        ,1          ,0       ,0            ,0         ,0           ,0
254  ,ant+hill_15.jpg_0           ,a   ,0        ,1          ,0       ,0            ,0         ,0           ,0
255  ,ant+hill_15.jpg_0           ,v   ,0        ,1          ,0       ,0            ,0         ,0           ,0
256  ,ant+hill_15.jpg_0           ,e   ,0        ,1          ,0       ,0            ,0         ,0           ,0
257  ,ant+hill_15.jpg_0           ,T   ,0        ,0          ,1       ,0            ,0         ,0           ,0
258  ,ant+hill_15.jpg_0           ,h   ,0        ,0          ,1       ,0            ,0         ,0           ,0
259  ,ant+hill_15.jpg_0           ,e   ,0        ,0          ,1       ,0            ,0         ,0           ,0
260  ,ant+hill_15.jpg_0           ,t   ,0        ,0          ,1       ,0            ,0         ,0           ,0
261  ,ant+hill_15.jpg_0           ,h   ,0        ,0          ,1       ,0            ,0         ,0           ,0
262  ,ant+hill_15.jpg_0           ,e   ,0        ,0          ,1       ,0            ,0         ,0           ,0
263  ,ant+hill_15.jpg_0           ,a   ,0        ,0          ,1       ,0            ,0         ,0           ,0
264  ,ant+hill_15.jpg_0           ,l   ,0        ,0          ,1       ,0            ,0         ,0           ,0
265  ,ant+hill_15.jpg_0           ,l   ,0        ,0          ,1       ,0            ,0         ,0           ,0
266  ,ant+hill_15.jpg_0           ,p   ,0        ,0          ,1       ,0            ,0         ,0           ,0
267  ,ant+hill_15.jpg_0           ,r   ,0        ,0          ,1       ,0            ,0         ,0           ,0
268  ,ant+hill_15.jpg_0           ,o   ,0        ,0          ,1       ,0            ,0         ,0           ,0
269  ,ant+hill_15.jpg_0           ,o   ,0        ,0          ,1       ,0            ,0         ,0           ,0
270  ,ant+hill_15.jpg_0           ,f   ,0        ,0          ,1       ,0            ,0         ,0           ,0
271  ,ant+hill_15.jpg_0           ,C   ,0        ,0          ,1       ,0            ,0         ,0           ,0
272  ,ant+hill_15.jpg_0           ,-   ,0        ,0          ,1       ,0            ,0         ,0           ,0
273  ,ant+hill_15.jpg_0           ,5   ,0        ,0          ,1       ,0            ,0         ,0           ,0
274  ,ant+hill_15.jpg_0           ,f   ,0        ,0          ,1       ,0            ,0         ,0           ,0
275  ,ant+hill_15.jpg_0           ,o   ,0        ,0          ,1       ,0            ,0         ,0           ,0
276  ,ant+hill_15.jpg_0           ,r   ,0        ,0          ,1       ,0            ,0         ,0           ,0
